pathogen,travel,culture,startyear,endyear,yearn,count_median,,,,,,,inc,Est IR,IRR,.value_median,ref_value_median,ref_count_median,population_median,ref_pop_median,pinc_median,pinc_LL,pinc_UL,ref.est.ir_median,ref.est.ir_LL,ref.est.ir_UL,ref.ir_median,rr_median,rr_LL,rr_UL,pct.change_median,pct.change_LL,pct.change_UL
CYCLOSPORA,Travel Included,CxCIDT,2006,2008,2013,14,,,,,,,0.03,"0.09 (0.06, 0.12)","1.39 (0.91, 1.95)",41.57428205,28.58839846,24.33333333,48216768,45830891.67,0.086223701,0.060720276,0.121765757,0.062378011,0.046442623,0.085991723,0.053093738,1.39,0.91,1.95,38.705,-9.31875,94.8575
ORANIENBURG,Travel Included,CxCIDT,2016,2018,2013,122,,,,,,,0.25,"0.23 (0.21, 0.25)","0.94 (0.86, 1.03)",111.0319733,121.5782865,109.6666667,48216768,49658365,0.230276681,0.209774161,0.253359704,0.244829419,0.222306062,0.270199396,0.220842282,0.94,0.86,1.03,-6.07,-14.04,3.26
ORANIENBURG,Travel Included,CxCIDT,2020,2022,2013,122,,,,,,,0.25,"0.23 (0.21, 0.25)","0.79 (0.69, 0.91)",111.0319733,147.9511711,170.6666667,48216768,50884081.67,0.230276681,0.209774161,0.253359704,0.290761209,0.260021783,0.326141313,0.335402863,0.79,0.69,0.91,-20.71,-31.16875,-8.63
ORANIENBURG,Travel Included,CxCIDT,2004,2006,2013,122,,,,,,,0.25,"0.23 (0.21, 0.25)","1.06 (0.93, 1.21)",111.0319733,97.04380583,87.66666667,48216768,44811720.67,0.230276681,0.209774161,0.253359704,0.216558981,0.195468778,0.240438944,0.195633342,1.06,0.93,1.21,6.37,-6.72875,21.05
ORANIENBURG,Travel Included,CxCIDT,2006,2008,2013,122,,,,,,,0.25,"0.23 (0.21, 0.25)","1.05 (0.94, 1.18)",111.0319733,100.1002996,96,48216768,45830891.67,0.230276681,0.209774161,0.253359704,0.218412289,0.198156713,0.241453616,0.209465704,1.05,0.94,1.18,5.47,-5.92875,17.87625
BRAENDERUP,Travel Included,CxCIDT,2016,2018,2013,118,,,,,,,0.24,"0.24 (0.21, 0.27)","0.93 (0.82, 1.04)",115.7185911,128.6917716,142.6666667,48216768,49658365,0.239996574,0.212670736,0.270950448,0.259154267,0.232353448,0.290395864,0.287296343,0.93,0.82,1.04,-7.38,-18.03625,3.69
BRAENDERUP,Travel Included,CxCIDT,2020,2022,2013,118,,,,,,,0.24,"0.24 (0.21, 0.27)","0.84 (0.7, 1)",115.7185911,145.7386215,122,48216768,50884081.67,0.239996574,0.212670736,0.270950448,0.286412994,0.251450716,0.328969153,0.23976064,0.84,0.7,1,-16.17,-30.12875,-0.23125
BRAENDERUP,Travel Included,CxCIDT,2004,2006,2013,118,,,,,,,0.24,"0.24 (0.21, 0.27)","1.11 (0.92, 1.31)",115.7185911,96.69248823,102,48216768,44811720.67,0.239996574,0.212670736,0.270950448,0.215774995,0.19020862,0.249524834,0.227619021,1.11,0.92,1.31,11.295,-8.26,31.12875
BRAENDERUP,Travel Included,CxCIDT,2006,2008,2013,118,,,,,,,0.24,"0.24 (0.21, 0.27)","1.06 (0.89, 1.22)",115.7185911,104.1671779,100,48216768,45830891.67,0.239996574,0.212670736,0.270950448,0.227285951,0.201712921,0.260280829,0.218193442,1.06,0.89,1.22,5.76,-10.68875,22.07
LISTERIA,Travel Included,CxCIDT,2016,2018,2013,122,,,,,,,0.25,"0.26 (0.24, 0.28)","0.99 (0.91, 1.06)",125.8612249,131.5348748,140,48216768,49658365,0.261032064,0.241800385,0.281778195,0.264879592,0.246255374,0.28488854,0.281926318,0.99,0.91,1.06,-1.4,-8.87,6.12
LISTERIA,Travel Included,CxCIDT,2020,2022,2013,122,,,,,,,0.25,"0.26 (0.24, 0.28)","0.93 (0.83, 1.03)",125.8612249,143.5480386,136.6666667,48216768,50884081.67,0.261032064,0.241800385,0.281778195,0.282107948,0.258608394,0.307710012,0.268584324,0.93,0.83,1.03,-7.47,-17.39875,3.43
LISTERIA,Travel Included,CxCIDT,2004,2006,2013,122,,,,,,,0.25,"0.26 (0.24, 0.28)","0.93 (0.84, 1.03)",125.8612249,125.9874407,124.6666667,48216768,44811720.67,0.261032064,0.241800385,0.281778195,0.281148411,0.260467971,0.303079253,0.278201026,0.93,0.84,1.03,-7.18,-16.27,2.86875
LISTERIA,Travel Included,CxCIDT,2006,2008,2013,122,,,,,,,0.25,"0.26 (0.24, 0.28)","0.95 (0.86, 1.04)",125.8612249,126.156946,122,48216768,45830891.67,0.261032064,0.241800385,0.281778195,0.275266183,0.255549793,0.296242887,0.266195999,0.95,0.86,1.04,-5.1,-13.8,4.06
INFANTIS,Travel Included,CxCIDT,2016,2018,2013,180,,,,,,,0.37,"0.34 (0.3, 0.38)","0.86 (0.77, 0.97)",162.4965687,194.5424018,190,48216768,49658365,0.337012569,0.304187668,0.376564909,0.391761593,0.354539999,0.43434661,0.382614289,0.86,0.77,0.97,-13.925,-22.93,-3.39125
INFANTIS,Travel Included,CxCIDT,2020,2022,2013,180,,,,,,,0.37,"0.34 (0.3, 0.38)","0.79 (0.68, 0.92)",162.4965687,217.1206495,200.6666667,48216768,50884081.67,0.337012569,0.304187668,0.376564909,0.426696606,0.38243687,0.478550345,0.394360397,0.79,0.68,0.92,-20.995,-32.2,-7.69125
INFANTIS,Travel Included,CxCIDT,2004,2006,2013,180,,,,,,,0.37,"0.34 (0.3, 0.38)","1.63 (1.4, 1.93)",162.4965687,92.53555107,89.33333333,48216768,44811720.67,0.337012569,0.304187668,0.376564909,0.206498545,0.183016564,0.231595259,0.199352607,1.63,1.4,1.93,63.24,39.99125,93.3475
INFANTIS,Travel Included,CxCIDT,2006,2008,2013,180,,,,,,,0.37,"0.34 (0.3, 0.38)","1.54 (1.33, 1.8)",162.4965687,100.6118828,90.33333333,48216768,45830891.67,0.337012569,0.304187668,0.376564909,0.21952853,0.19574875,0.244989236,0.197101409,1.54,1.33,1.8,53.59,33.23,79.52875
MUENCHEN,Travel Included,CxCIDT,2016,2018,2013,142,,,,,,,0.29,"0.35 (0.3, 0.41)","1.08 (0.91, 1.27)",169.9896962,161.8773472,163,48216768,49658365,0.352553071,0.301746843,0.414647761,0.325982032,0.283963054,0.378726068,0.328242784,1.08,0.91,1.27,8.31,-9.40875,27.48625
MUENCHEN,Travel Included,CxCIDT,2020,2022,2013,142,,,,,,,0.29,"0.35 (0.3, 0.41)","1.23 (0.97, 1.54)",169.9896962,145.9709623,143,48216768,50884081.67,0.352553071,0.301746843,0.414647761,0.286869601,0.246122825,0.342383667,0.281030914,1.23,0.97,1.54,22.74,-2.75875,54.01625
MUENCHEN,Travel Included,CxCIDT,2004,2006,2013,142,,,,,,,0.29,"0.35 (0.3, 0.41)","0.93 (0.74, 1.15)",169.9896962,170.1334081,154.6666667,48216768,44811720.67,0.352553071,0.301746843,0.414647761,0.379662744,0.328010504,0.450578769,0.345147797,0.93,0.74,1.15,-7.17,-26.32875,14.77875
MUENCHEN,Travel Included,CxCIDT,2006,2008,2013,142,,,,,,,0.29,"0.35 (0.3, 0.41)","0.89 (0.71, 1.08)",169.9896962,182.0383038,188,48216768,45830891.67,0.352553071,0.301746843,0.414647761,0.397195641,0.342504214,0.469864424,0.410203671,0.89,0.71,1.08,-11.08,-29.1,8.235
YERSINIA,Travel Included,CxCIDT,2016,2018,2013,177,,,,,,,0.37,"0.36 (0.32, 0.39)","0.47 (0.41, 0.53)",171.6489381,374.3531562,431,48216768,49658365,0.355994284,0.321279597,0.393167573,0.753857192,0.692281608,0.821863933,0.867930307,0.47,0.41,0.53,-52.74,-58.66,-46.52
YERSINIA,Travel Included,CxCIDT,2020,2022,2013,177,,,,,,,0.37,"0.36 (0.32, 0.39)","0.22 (0.19, 0.25)",171.6489381,828.2289191,722.6666667,48216768,50884081.67,0.355994284,0.321279597,0.393167573,1.627677835,1.50103936,1.776040186,1.420221498,0.22,0.19,0.25,-78.13,-80.77,-75.2
YERSINIA,Travel Included,CxCIDT,2004,2006,2013,177,,,,,,,0.37,"0.36 (0.32, 0.39)","0.97 (0.84, 1.11)",171.6489381,164.7442276,167,48216768,44811720.67,0.355994284,0.321279597,0.393167573,0.367636469,0.335341465,0.403015394,0.372670358,0.97,0.84,1.11,-3.06,-15.71,11.12875
YERSINIA,Travel Included,CxCIDT,2006,2008,2013,177,,,,,,,0.37,"0.36 (0.32, 0.39)","1.02 (0.89, 1.17)",171.6489381,159.5246751,164.3333333,48216768,45830891.67,0.355994284,0.321279597,0.393167573,0.348072379,0.31824432,0.380957155,0.358564556,1.02,0.89,1.17,2.4,-10.83,16.8
SAINTPAUL,Travel Included,CxCIDT,2016,2018,2013,204,,,,,,,0.42,"0.36 (0.32, 0.42)","1.02 (0.91, 1.17)",173.1956591,174.2897271,171.6666667,48216768,49658365,0.359202133,0.316625813,0.415562739,0.350977579,0.31091576,0.401737061,0.345695366,1.02,0.91,1.17,2.33,-9.44875,16.98625
SAINTPAUL,Travel Included,CxCIDT,2020,2022,2013,204,,,,,,,0.42,"0.36 (0.32, 0.42)","1.07 (0.87, 1.3)",173.1956591,171.5213073,151.6666667,48216768,50884081.67,0.359202133,0.316625813,0.415562739,0.337082446,0.291143002,0.398918086,0.298063091,1.07,0.87,1.3,6.59,-12.77625,30.16875
SAINTPAUL,Travel Included,CxCIDT,2004,2006,2013,204,,,,,,,0.42,"0.36 (0.32, 0.42)","1.12 (0.95, 1.33)",173.1956591,144.0945294,122.3333333,48216768,44811720.67,0.359202133,0.316625813,0.415562739,0.321555449,0.285582613,0.366122791,0.272994055,1.12,0.95,1.33,11.845,-5.46875,32.56625
SAINTPAUL,Travel Included,CxCIDT,2006,2008,2013,204,,,,,,,0.42,"0.36 (0.32, 0.42)","0.94 (0.8, 1.1)",173.1956591,175.5383258,217.3333333,48216768,45830891.67,0.359202133,0.316625813,0.415562739,0.383013115,0.338378167,0.438683988,0.47420708,0.94,0.8,1.1,-6.015,-20.36875,10.11875
VIBRIO,Travel Included,CxCIDT,2016,2018,2013,254,,,,,,,0.53,"0.46 (0.43, 0.5)","0.68 (0.62, 0.74)",222.9963433,337.196892,391.3333333,48216768,49658365,0.462487123,0.426055397,0.502591707,0.679033416,0.631711287,0.731388477,0.788051184,0.68,0.62,0.74,-31.8,-37.63,-26.29
VIBRIO,Travel Included,CxCIDT,2020,2022,2013,254,,,,,,,0.53,"0.46 (0.43, 0.5)","0.48 (0.42, 0.54)",222.9963433,493.0992087,435.6666667,48216768,50884081.67,0.462487123,0.426055397,0.502591707,0.969063787,0.88902256,1.061252352,0.856194418,0.48,0.42,0.54,-52.27,-57.63875,-46.41
VIBRIO,Travel Included,CxCIDT,2004,2006,2013,254,,,,,,,0.53,"0.46 (0.43, 0.5)","1.69 (1.51, 1.88)",222.9963433,122.5979689,133.3333333,48216768,44811720.67,0.462487123,0.426055397,0.502591707,0.273584605,0.251636092,0.298393682,0.297541204,1.69,1.51,1.88,69.18,51.33125,88.14
VIBRIO,Travel Included,CxCIDT,2006,2008,2013,254,,,,,,,0.53,"0.46 (0.43, 0.5)","1.52 (1.38, 1.66)",222.9963433,139.8301292,134,48216768,45830891.67,0.462487123,0.426055397,0.502591707,0.305100172,0.281390426,0.330897595,0.292379212,1.52,1.38,1.66,51.66,38.1325,65.73
"I 4,[5],12:i:-",Travel Included,CxCIDT,2016,2018,2013,436,,,,,,,0.9,"0.81 (0.73, 0.89)","0.94 (0.83, 1.06)",389.3543061,427.1625782,443,48216768,49658365,0.807508098,0.733521518,0.893880998,0.860202663,0.785290321,0.944595985,0.89209542,0.94,0.83,1.06,-6.15,-17.13,6.41875
"I 4,[5],12:i:-",Travel Included,CxCIDT,2020,2022,2013,436,,,,,,,0.9,"0.81 (0.73, 0.89)","1.3 (1.12, 1.5)",389.3543061,316.6110305,289.3333333,48216768,50884081.67,0.807508098,0.733521518,0.893880998,0.622220192,0.561055891,0.693421091,0.568612666,1.3,1.12,1.5,29.81,12.46,49.79875
"I 4,[5],12:i:-",Travel Included,CxCIDT,2004,2006,2013,436,,,,,,,0.9,"0.81 (0.73, 0.89)","1.64 (1.42, 1.9)",389.3543061,220.3378562,238.3333333,48216768,44811720.67,0.807508098,0.733521518,0.893880998,0.491696933,0.440782425,0.548328323,0.531854903,1.64,1.42,1.9,64.33,42.2825,90.23625
"I 4,[5],12:i:-",Travel Included,CxCIDT,2006,2008,2013,436,,,,,,,0.9,"0.81 (0.73, 0.89)","1.3 (1.14, 1.49)",389.3543061,283.874136,309.6666667,48216768,45830891.67,0.807508098,0.733521518,0.893880998,0.619394748,0.563299672,0.681349805,0.675672359,1.3,1.14,1.49,30.47,14.32125,49.0575
STEC O157,Travel Included,CxCIDT,2016,2018,2013,553,,,,,,,1.15,"0.98 (0.91, 1.05)","1.16 (1.09, 1.24)",470.4370636,417.3476494,460,48216768,49658365,0.975671085,0.913092643,1.052266401,0.840437758,0.783198397,0.904642028,0.92632933,1.16,1.09,1.24,16.11,8.88,24.02
STEC O157,Travel Included,CxCIDT,2020,2022,2013,553,,,,,,,1.15,"0.98 (0.91, 1.05)","1.45 (1.31, 1.63)",470.4370636,342.4754259,298.3333333,48216768,50884081.67,0.975671085,0.913092643,1.052266401,0.673050224,0.616210673,0.736636068,0.586299926,1.45,1.31,1.63,44.9,30.54125,62.58875
STEC O157,Travel Included,CxCIDT,2004,2006,2013,553,,,,,,,1.15,"0.98 (0.91, 1.05)","0.8 (0.73, 0.89)",470.4370636,546.8497118,488.3333333,48216768,44811720.67,0.975671085,0.913092643,1.052266401,1.220327414,1.131205052,1.308812759,1.089744661,0.8,0.73,0.89,-20.08,-26.95,-10.85125
STEC O157,Travel Included,CxCIDT,2006,2008,2013,553,,,,,,,1.15,"0.98 (0.91, 1.05)","0.85 (0.78, 0.94)",470.4370636,526.0541691,552,48216768,45830891.67,0.975671085,0.913092643,1.052266401,1.147815698,1.068902573,1.226119917,1.2044278,0.85,0.78,0.94,-15.05,-21.51,-6.11125
STEC NONO157,Travel Included,CxCIDT,2016,2018,2013,568,,,,,,,1.18,"1.29 (1.19, 1.41)","0.63 (0.56, 0.7)",621.778568,1018.927951,1040,48216768,49658365,1.289548416,1.188076545,1.407205553,2.051875754,1.896933609,2.22712768,2.094309791,0.63,0.56,0.7,-37.15,-43.89,-29.6625
STEC NONO157,Travel Included,CxCIDT,2020,2022,2013,568,,,,,,,1.18,"1.29 (1.19, 1.41)","0.64 (0.57, 0.73)",621.778568,1017.968909,868.3333333,48216768,50884081.67,1.289548416,1.188076545,1.407205553,2.000564569,1.837063691,2.19812724,1.706493082,0.64,0.57,0.73,-35.52,-43.06,-27.3
STEC NONO157,Travel Included,CxCIDT,2004,2006,2013,568,,,,,,,1.18,"1.29 (1.19, 1.41)","4.27 (3.7, 4.94)",621.778568,135.3752837,137.6666667,48216768,44811720.67,1.289548416,1.188076545,1.407205553,0.302097937,0.268857022,0.340585674,0.307211293,4.27,3.7,4.94,326.81,270.06125,394.19875
STEC NONO157,Travel Included,CxCIDT,2006,2008,2013,568,,,,,,,1.18,"1.29 (1.19, 1.41)","2.6 (2.28, 2.96)",621.778568,227.5167456,239.3333333,48216768,45830891.67,1.289548416,1.188076545,1.407205553,0.496426618,0.451056921,0.546658935,0.522209638,2.6,2.28,2.96,159.91,128.01125,196.48
JAVIANA,Travel Included,CxCIDT,2016,2018,2013,650,,,,,,,1.35,"1.46 (1.24, 1.75)","1.18 (0.96, 1.47)",702.6823642,614.1962971,626.6666667,48216768,49658365,1.457340243,1.238867587,1.753974672,1.236843575,1.073583772,1.446649795,1.261955899,1.18,0.96,1.47,17.64,-4.38625,46.96875
JAVIANA,Travel Included,CxCIDT,2020,2022,2013,650,,,,,,,1.35,"1.46 (1.24, 1.75)","1.55 (1.23, 1.94)",702.6823642,478.9866581,472,48216768,50884081.67,1.457340243,1.238867587,1.753974672,0.94132908,0.817809864,1.108984439,0.927598543,1.55,1.23,1.94,54.68,22.8025,93.98
JAVIANA,Travel Included,CxCIDT,2004,2006,2013,650,,,,,,,1.35,"1.46 (1.24, 1.75)","1.76 (1.35, 2.25)",702.6823642,372.5440346,351,48216768,44811720.67,1.457340243,1.238867587,1.753974672,0.831354005,0.701931115,1.005494437,0.78327722,1.76,1.35,2.25,75.55,35.46,124.985
JAVIANA,Travel Included,CxCIDT,2006,2008,2013,650,,,,,,,1.35,"1.46 (1.24, 1.75)","1.57 (1.2, 2.04)",702.6823642,426.4831583,365.3333333,48216768,45830891.67,1.457340243,1.238867587,1.753974672,0.930558282,0.7814637,1.139019857,0.797133375,1.57,1.2,2.04,56.5,19.5425,103.92375
NEWPORT,Travel Included,CxCIDT,2016,2018,2013,711,,,,,,,1.47,"1.76 (1.54, 2.06)","1.12 (0.95, 1.33)",850.7502624,782.6745567,802.3333333,48216768,49658365,1.764428222,1.542425735,2.063285576,1.576118257,1.398120615,1.802398631,1.615706303,1.12,0.95,1.33,11.9,-5.09,32.98875
NEWPORT,Travel Included,CxCIDT,2020,2022,2013,711,,,,,,,1.47,"1.76 (1.54, 2.06)","1.27 (1.04, 1.55)",850.7502624,706.5282684,710.6666667,48216768,50884081.67,1.764428222,1.542425735,2.063285576,1.388505492,1.226073147,1.597426044,1.396638484,1.27,1.04,1.55,27.215,4.11125,55.39
NEWPORT,Travel Included,CxCIDT,2004,2006,2013,711,,,,,,,1.47,"1.76 (1.54, 2.06)","1.16 (0.94, 1.44)",850.7502624,680.3356077,573,48216768,44811720.67,1.764428222,1.542425735,2.063285576,1.51820907,1.319076574,1.776681204,1.278683325,1.16,0.94,1.44,16.27,-5.81875,44.3275
NEWPORT,Travel Included,CxCIDT,2006,2008,2013,711,,,,,,,1.47,"1.76 (1.54, 2.06)","1.13 (0.91, 1.4)",850.7502624,718.1613177,637.6666667,48216768,45830891.67,1.764428222,1.542425735,2.063285576,1.566980898,1.362964522,1.826639169,1.391346848,1.13,0.91125,1.4,12.745,-8.495,39.68875
TYPHIMURIUM,Travel Included,CxCIDT,2016,2018,2013,938,,,,,,,1.95,"1.83 (1.74, 1.93)","1.27 (1.21, 1.35)",884.4730755,714.9326777,745,48216768,49658365,1.834368234,1.742755749,1.933957188,1.43970241,1.369735419,1.516925264,1.500250763,1.27,1.21,1.35,27.39,20.83125,34.58875
TYPHIMURIUM,Travel Included,CxCIDT,2020,2022,2013,938,,,,,,,1.95,"1.83 (1.74, 1.93)","1.51 (1.4, 1.64)",884.4730755,616.4542148,604.6666667,48216768,50884081.67,1.834368234,1.742755749,1.933957188,1.211487354,1.140530807,1.286296259,1.188321862,1.51,1.4,1.64,51.46,40.08125,63.85875
TYPHIMURIUM,Travel Included,CxCIDT,2004,2006,2013,938,,,,,,,1.95,"1.83 (1.74, 1.93)","0.7 (0.65, 0.75)",884.4730755,1173.841331,1178.666667,48216768,44811720.67,1.834368234,1.742755749,1.933957188,2.619496224,2.489768565,2.757188362,2.630264246,0.7,0.65,0.75,-29.97,-34.65,-24.72
TYPHIMURIUM,Travel Included,CxCIDT,2006,2008,2013,938,,,,,,,1.95,"1.83 (1.74, 1.93)","0.77 (0.72, 0.82)",884.4730755,1098.414633,1099,48216768,45830891.67,1.834368234,1.742755749,1.933957188,2.396668695,2.277334144,2.523519079,2.397945927,0.77,0.72,0.82,-23.47,-28.27,-18.16125
ENTERITIDIS,Travel Included,CxCIDT,2016,2018,2013,1258,,,,,,,2.61,"2.82 (2.66, 2.99)","1.08 (1.01, 1.15)",1358.872492,1299.853344,1344.666667,48216768,49658365,2.81825711,2.66155149,2.992403305,2.617591908,2.479543084,2.7670113,2.707835159,1.08,1.01,1.15,7.67,0.85,15.2
ENTERITIDIS,Travel Included,CxCIDT,2020,2022,2013,1258,,,,,,,2.61,"2.82 (2.66, 2.99)","1.14 (1.04, 1.24)",1358.872492,1260.048013,1060.333333,48216768,50884081.67,2.81825711,2.66155149,2.992403305,2.476310806,2.323405348,2.643921725,2.083821302,1.14,1.04,1.24,13.79,4.23,24.29
ENTERITIDIS,Travel Included,CxCIDT,2004,2006,2013,1258,,,,,,,2.61,"2.82 (2.66, 2.99)","1.22 (1.12, 1.33)",1358.872492,1039.021578,1028.333333,48216768,44811720.67,2.81825711,2.66155149,2.992403305,2.318637986,2.18392842,2.458774556,2.294786538,1.22,1.12,1.33,21.55,12,32.54
ENTERITIDIS,Travel Included,CxCIDT,2006,2008,2013,1258,,,,,,,2.61,"2.82 (2.66, 2.99)","1.1 (1.02, 1.19)",1358.872492,1174.77952,1189,48216768,45830891.67,2.81825711,2.66155149,2.992403305,2.56329187,2.424038658,2.71582903,2.594320025,1.1,1.02,1.19,9.94,1.79,18.77875
STEC,Travel Included,CxCIDT,2016,2018,2013,1373,,,,,,,2.85,"2.9 (2.71, 3.1)","0.61 (0.56, 0.66)",1397.174538,2355.442968,2651,48216768,49658365,2.897694299,2.709595616,3.101899028,4.743295452,4.435733456,5.083695389,5.338476206,0.61,0.56,0.66,-38.9,-44.02,-33.60125
STEC,Travel Included,CxCIDT,2020,2022,2013,1373,,,,,,,2.85,"2.9 (2.71, 3.1)","0.51 (0.47, 0.57)",1397.174538,2867.391457,2436.333333,48216768,50884081.67,2.897694299,2.709595616,3.101899028,5.635144357,5.249017702,6.072671987,4.788006885,0.51,0.47,0.57,-48.59,-53.48,-43.32125
STEC,Travel Included,CxCIDT,2004,2006,2013,1373,,,,,,,2.85,"2.9 (2.71, 3.1)","1.9 (1.72, 2.09)",1397.174538,684.4798032,650,48216768,44811720.67,2.897694299,2.709595616,3.101899028,1.527457087,1.419703744,1.645568552,1.450513371,1.9,1.72,2.09,89.72,72.25,109.04875
STEC,Travel Included,CxCIDT,2006,2008,2013,1373,,,,,,,2.85,"2.9 (2.71, 3.1)","1.76 (1.61, 1.93)",1397.174538,753.5863171,814,48216768,45830891.67,2.897694299,2.709595616,3.101899028,1.644275923,1.534041152,1.768610257,1.776094617,1.76,1.61,1.93,76.19,60.6,93.3875
SHIGELLA,Travel Included,CxCIDT,2016,2018,2013,2511,,,,,,,5.21,"4.87 (4.32, 5.62)","1.01 (0.89, 1.16)",2347.411333,2394.806253,2511,48216768,49658365,4.868454337,4.316960246,5.618869774,4.822563636,4.313639513,5.459670246,5.056549888,1.01,0.89,1.16,0.87,-10.91875,15.66
SHIGELLA,Travel Included,CxCIDT,2020,2022,2013,2511,,,,,,,5.21,"4.87 (4.32, 5.62)","1 (0.84, 1.23)",2347.411333,2468.530203,1941.666667,48216768,50884081.67,4.868454337,4.316960246,5.618869774,4.85128182,4.249633006,5.599482797,3.815862649,1,0.84,1.23,0.28,-16.3775,22.6675
SHIGELLA,Travel Included,CxCIDT,2004,2006,2013,2511,,,,,,,5.21,"4.87 (4.32, 5.62)","0.82 (0.7, 0.98)",2347.411333,2646.656624,2369.333333,48216768,44811720.67,4.868454337,4.316960246,5.618869774,5.906170495,5.245577308,6.748881175,5.2873072,0.82,0.7,0.98,-17.7,-29.65875,-2.04
SHIGELLA,Travel Included,CxCIDT,2006,2008,2013,2511,,,,,,,5.21,"4.87 (4.32, 5.62)","0.9 (0.78, 1.06)",2347.411333,2468.570996,2892.333333,48216768,45830891.67,4.868454337,4.316960246,5.618869774,5.386260023,4.77168482,6.213300759,6.310881652,0.9,0.78,1.06,-9.805,-21.92,5.57875
CAMPYLOBACTER,Travel Included,CxCIDT,2016,2018,2013,7693,,,,,,,15.96,"15.58 (15.08, 16.1)","0.86 (0.82, 0.9)",7513.002557,9015.834624,9325.666667,48216768,49658365,15.5817216,15.07947687,16.10069742,18.15572185,17.56334816,18.76345051,18.77964904,0.86,0.82,0.9,-14.155,-17.77,-10.39125
CAMPYLOBACTER,Travel Included,CxCIDT,2020,2022,2013,7693,,,,,,,15.96,"15.58 (15.08, 16.1)","0.83 (0.79, 0.87)",7513.002557,9599.077041,8734.333333,48216768,50884081.67,15.5817216,15.07947687,16.10069742,18.86459719,18.22046119,19.55298253,17.16515863,0.83,0.79,0.87,-17.41,-21.27,-13.4
CAMPYLOBACTER,Travel Included,CxCIDT,2004,2006,2013,7693,,,,,,,15.96,"15.58 (15.08, 16.1)","1.22 (1.16, 1.28)",7513.002557,5726.768734,5716,48216768,44811720.67,15.5817216,15.07947687,16.10069742,12.77962249,12.37898433,13.18738811,12.75559143,1.22,1.16,1.28,21.96,16.47,27.79
CAMPYLOBACTER,Travel Included,CxCIDT,2006,2008,2013,7693,,,,,,,15.96,"15.58 (15.08, 16.1)","1.22 (1.16, 1.28)",7513.002557,5865.492802,5833.333333,48216768,45830891.67,15.5817216,15.07947687,16.10069742,12.79812063,12.39875189,13.22222754,12.72795078,1.22,1.16,1.28,21.73,16.28,27.53
SALMONELLA,Travel Included,CxCIDT,2016,2018,2013,7390,,,,,,,15.33,"16.19 (15.61, 16.82)","1 (0.96, 1.03)",7807.302012,8068.148664,8430.333333,48216768,49658365,16.19208905,15.61154456,16.81670215,16.24731033,15.71433906,16.84755249,16.97666311,1,0.96,1.03,-0.27,-4.28,3.48875
SALMONELLA,Travel Included,CxCIDT,2020,2022,2013,7390,,,,,,,15.33,"16.19 (15.61, 16.82)","1.02 (0.97, 1.08)",7807.302012,8062.725875,7444,48216768,50884081.67,16.19208905,15.61154456,16.81670215,15.8452813,15.25345081,16.49171257,14.62932956,1.02,0.97,1.08,2.205,-3.02875,7.76
SALMONELLA,Travel Included,CxCIDT,2004,2006,2013,7390,,,,,,,15.33,"16.19 (15.61, 16.82)","1.07 (1.01, 1.12)",7807.302012,6806.820516,6563.666667,48216768,44811720.67,16.19208905,15.61154456,16.81670215,15.1898218,14.65519634,15.74200786,14.64720963,1.07,1.01,1.12,6.63,1.38,12.24875
SALMONELLA,Travel Included,CxCIDT,2006,2008,2013,7390,,,,,,,15.33,"16.19 (15.61, 16.82)","1.05 (1, 1.1)",7807.302012,7094.910777,6992,48216768,45830891.67,16.19208905,15.61154456,16.81670215,15.48063003,14.92533207,16.04047768,15.25608546,1.05,1,1.1,4.62,-0.3,9.87
CYCLOSPORA,Unknown Travel Included,CxCIDT,2016,2018,2013,12,,,,,,,0.02,"0.06 (0.04, 0.09)","0.24 (0.14, 0.36)",28.22689854,122.6442712,132.3333333,48216768,49658365,0.058541664,0.038650144,0.088470622,0.246976056,0.18917366,0.344725833,0.266487496,0.24,0.14,0.36,-76.31,-85.56,-64.03
CYCLOSPORA,Unknown Travel Included,CxCIDT,2020,2022,2013,12,,,,,,,0.02,"0.06 (0.04, 0.09)","0.07 (0.04, 0.12)",28.22689854,442.9055172,302,48216768,50884081.67,0.058541664,0.038650144,0.088470622,0.870420577,0.624896311,1.377698715,0.593505847,0.07,0.04,0.12,-93.35,-96.38,-88.29
CYCLOSPORA,Unknown Travel Included,CxCIDT,2004,2006,2013,12,,,,,,,0.02,"0.06 (0.04, 0.09)","1.16 (0.65, 1.86)",28.22689854,22.80661739,30.66666667,48216768,44811720.67,0.058541664,0.038650144,0.088470622,0.050894313,0.036322182,0.076324836,0.068434477,1.16,0.65,1.86,15.835,-35.42125,86.12875
CYCLOSPORA,Unknown Travel Included,CxCIDT,2006,2008,2013,12,,,,,,,0.02,"0.06 (0.04, 0.09)","1.32 (0.79, 1.99)",28.22689854,20.44085893,18,48216768,45830891.67,0.058541664,0.038650144,0.088470622,0.044600614,0.031382802,0.066868824,0.03927482,1.32,0.79,1.99,32.075,-21.4,98.79
MISSISSIPPI,Unknown Travel Included,CxCIDT,2016,2018,2013,69,,,,,,,0.14,"0.14 (0.12, 0.17)","0.95 (0.75, 1.18)",69.06475998,74.64892842,70.33333333,48216768,49658365,0.143238054,0.120646477,0.16950563,0.150324982,0.130605877,0.177366396,0.141634412,0.95,0.75,1.18,-4.765,-24.64875,17.99625
