pathogen,travel,culture,startyear,endyear,yearn,count_median,,,,,,,inc,Est IR,IRR,.value_median,ref_value_median,ref_count_median,population_median,ref_pop_median,pinc_median,pinc_LL,pinc_UL,ref.est.ir_median,ref.est.ir_LL,ref.est.ir_UL,ref.ir_median,rr_median,rr_LL,rr_UL,pct.change_median,pct.change_LL,pct.change_UL
MISSISSIPPI,Unknown Travel Included,CxCIDT,2020,2022,2013,69,,,,,,,0.14,"0.14 (0.12, 0.17)","0.51 (0.41, 0.64)",69.06475998,142.4036205,141.6666667,48216768,50884081.67,0.143238054,0.120646477,0.16950563,0.279858879,0.236970412,0.329906493,0.27841058,0.51,0.41,0.64,-48.76,-59,-36.34125
MISSISSIPPI,Unknown Travel Included,CxCIDT,2004,2006,2013,69,,,,,,,0.14,"0.14 (0.12, 0.17)","0.52 (0.42, 0.66)",69.06475998,122.7185488,144.3333333,48216768,44811720.67,0.143238054,0.120646477,0.16950563,0.273853686,0.224949781,0.32676612,0.322088354,0.52,0.42,0.66,-47.64,-58.22875,-33.71375
MISSISSIPPI,Unknown Travel Included,CxCIDT,2006,2008,2013,69,,,,,,,0.14,"0.14 (0.12, 0.17)","0.85 (0.66, 1.08)",69.06475998,76.83419755,73,48216768,45830891.67,0.143238054,0.120646477,0.16950563,0.16764718,0.142550733,0.198485269,0.159281213,0.85,0.66,1.08,-14.5,-33.62875,8.42
BRAENDERUP,Unknown Travel Included,CxCIDT,2016,2018,2013,110,,,,,,,0.23,"0.22 (0.19, 0.25)","0.93 (0.82, 1.05)",106.1465573,117.7029326,131.6666667,48216768,49658365,0.220144488,0.194247852,0.251074575,0.237025389,0.211355101,0.267834715,0.26514499,0.93,0.82,1.05,-7.06,-18.15875,4.57875
BRAENDERUP,Unknown Travel Included,CxCIDT,2020,2022,2013,110,,,,,,,0.23,"0.22 (0.19, 0.25)","0.85 (0.7, 1.03)",106.1465573,131.6156051,111,48216768,50884081.67,0.220144488,0.194247852,0.251074575,0.258657719,0.224751954,0.299638891,0.218142878,0.85,0.7,1.03,-14.9,-29.59,3.0175
BRAENDERUP,Unknown Travel Included,CxCIDT,2004,2006,2013,110,,,,,,,0.23,"0.22 (0.19, 0.25)","1.09 (0.89, 1.3)",106.1465573,90.90906481,92,48216768,44811720.67,0.220144488,0.194247852,0.251074575,0.202868945,0.177386537,0.236476414,0.205303431,1.09,0.89,1.3,8.85,-11.22875,29.70625
BRAENDERUP,Unknown Travel Included,CxCIDT,2006,2008,2013,110,,,,,,,0.23,"0.22 (0.19, 0.25)","1.04 (0.87, 1.21)",106.1465573,97.03602874,94,48216768,45830891.67,0.220144488,0.194247852,0.251074575,0.211726251,0.186774446,0.24416239,0.205101835,1.04,0.87,1.21,4.17,-12.85875,21.26
LISTERIA,Unknown Travel Included,CxCIDT,2016,2018,2013,120,,,,,,,0.25,"0.25 (0.24, 0.28)","0.99 (0.91, 1.07)",122.9391986,127.9954907,136.3333333,48216768,49658365,0.254971877,0.236284682,0.275591727,0.257752124,0.239588617,0.277399462,0.274542533,0.99,0.91,1.07,-1.02,-8.54875,6.59
LISTERIA,Unknown Travel Included,CxCIDT,2020,2022,2013,120,,,,,,,0.25,"0.25 (0.24, 0.28)","0.93 (0.83, 1.04)",122.9391986,139.7323986,133.3333333,48216768,50884081.67,0.254971877,0.236284682,0.275591727,0.274609257,0.251682067,0.299510422,0.262033487,0.93,0.83,1.04,-7.17,-17.25,3.97
LISTERIA,Unknown Travel Included,CxCIDT,2004,2006,2013,120,,,,,,,0.25,"0.25 (0.24, 0.28)","0.92 (0.83, 1.02)",122.9391986,124.5344704,124,48216768,44811720.67,0.254971877,0.236284682,0.275591727,0.277906022,0.257604435,0.300203237,0.27671332,0.92,0.83,1.02,-8.275,-17.43875,1.95
LISTERIA,Unknown Travel Included,CxCIDT,2006,2008,2013,120,,,,,,,0.25,"0.25 (0.24, 0.28)","0.94 (0.86, 1.03)",122.9391986,124.0671175,118,48216768,45830891.67,0.254971877,0.236284682,0.275591727,0.270706314,0.251327479,0.291325546,0.257468261,0.94,0.86,1.03,-5.75,-14.49,3.42
INFANTIS,Unknown Travel Included,CxCIDT,2016,2018,2013,169,,,,,,,0.35,"0.31 (0.28, 0.35)","0.86 (0.77, 0.98)",150.251877,179.4320129,170.6666667,48216768,49658365,0.311617479,0.279266918,0.351417385,0.361332905,0.325587859,0.402549405,0.343681607,0.86,0.77,0.98,-13.795,-23.2175,-2.21
INFANTIS,Unknown Travel Included,CxCIDT,2020,2022,2013,169,,,,,,,0.35,"0.31 (0.28, 0.35)","0.78 (0.67, 0.92)",150.251877,202.4573155,192,48216768,50884081.67,0.311617479,0.279266918,0.351417385,0.397879472,0.355441737,0.448140679,0.377328221,0.78,0.67,0.92,-21.59,-33.17,-7.91
INFANTIS,Unknown Travel Included,CxCIDT,2004,2006,2013,169,,,,,,,0.35,"0.31 (0.28, 0.35)","1.61 (1.36, 1.93)",150.251877,87.00342612,82.66666667,48216768,44811720.67,0.311617479,0.279266918,0.351417385,0.194153281,0.170934518,0.219095472,0.184475547,1.61,1.36,1.93,60.535,35.66125,93.08
INFANTIS,Unknown Travel Included,CxCIDT,2006,2008,2013,169,,,,,,,0.35,"0.31 (0.28, 0.35)","1.53 (1.3, 1.82)",150.251877,93.4053289,82,48216768,45830891.67,0.311617479,0.279266918,0.351417385,0.203804302,0.180573954,0.228736292,0.178918622,1.53,1.30125,1.82,52.86,30.50375,82.11875
SAINTPAUL,Unknown Travel Included,CxCIDT,2016,2018,2013,186,,,,,,,0.39,"0.32 (0.28, 0.38)","1.05 (0.92, 1.21)",156.0991052,153.7934203,151.6666667,48216768,49658365,0.323744439,0.282538448,0.381177787,0.309702948,0.271391125,0.360583417,0.305420178,1.05,0.92,1.21,4.52,-8.39875,20.92875
SAINTPAUL,Unknown Travel Included,CxCIDT,2020,2022,2013,186,,,,,,,0.39,"0.32 (0.28, 0.38)","1.1 (0.88, 1.38)",156.0991052,150.1420285,135,48216768,50884081.67,0.323744439,0.282538448,0.381177787,0.295066794,0.250284923,0.356419811,0.265308905,1.1,0.88,1.38,9.855,-12.24875,38.07625
SAINTPAUL,Unknown Travel Included,CxCIDT,2004,2006,2013,186,,,,,,,0.39,"0.32 (0.28, 0.38)","1.07 (0.9, 1.29)",156.0991052,135.6745165,108.6666667,48216768,44811720.67,0.323744439,0.282538448,0.381177787,0.302765693,0.266809198,0.347420911,0.242496081,1.07,0.9,1.29,7.04,-10.34875,28.78
SAINTPAUL,Unknown Travel Included,CxCIDT,2006,2008,2013,186,,,,,,,0.39,"0.32 (0.28, 0.38)","0.91 (0.77, 1.08)",156.0991052,163.2751476,206.3333333,48216768,45830891.67,0.323744439,0.282538448,0.381177787,0.356255664,0.312365882,0.412007381,0.450205802,0.91,0.77,1.08,-8.905,-23.3975,8.17
MUENCHEN,Unknown Travel Included,CxCIDT,2016,2018,2013,139,,,,,,,0.29,"0.34 (0.29, 0.4)","1.1 (0.91, 1.31)",163.8551152,153.8792285,153,48216768,49658365,0.33983015,0.288941764,0.403314282,0.309875745,0.267641742,0.363358794,0.30810519,1.1,0.91,1.31,9.94,-8.55,30.53
MUENCHEN,Unknown Travel Included,CxCIDT,2020,2022,2013,139,,,,,,,0.29,"0.34 (0.29, 0.4)","1.23 (0.97, 1.56)",163.8551152,139.8747204,137.3333333,48216768,50884081.67,0.33983015,0.288941764,0.403314282,0.274888955,0.234871906,0.32958907,0.269894491,1.23,0.97,1.56,23.43,-3.05,55.795
MUENCHEN,Unknown Travel Included,CxCIDT,2004,2006,2013,139,,,,,,,0.29,"0.34 (0.29, 0.4)","0.91 (0.71, 1.14)",163.8551152,167.4007785,151.3333333,48216768,44811720.67,0.33983015,0.288941764,0.403314282,0.373564719,0.32196193,0.44462347,0.337709267,0.91,0.71,1.14,-8.99,-28.55875,13.72875
MUENCHEN,Unknown Travel Included,CxCIDT,2006,2008,2013,139,,,,,,,0.29,"0.34 (0.29, 0.4)","0.88 (0.7, 1.08)",163.8551152,177.6988336,181.3333333,48216768,45830891.67,0.33983015,0.288941764,0.403314282,0.387727201,0.334870596,0.46110735,0.395657441,0.88,0.7,1.08,-12.27,-30.24875,8.14875
YERSINIA,Unknown Travel Included,CxCIDT,2016,2018,2013,171,,,,,,,0.35,"0.34 (0.31, 0.38)","0.48 (0.42, 0.54)",165.8707974,355.7469742,407.3333333,48216768,49658365,0.344010609,0.311732251,0.380647807,0.716388818,0.660733059,0.779003509,0.820271335,0.48,0.42,0.54,-51.91,-57.81,-45.73
YERSINIA,Unknown Travel Included,CxCIDT,2020,2022,2013,171,,,,,,,0.35,"0.34 (0.31, 0.38)","0.22 (0.19, 0.25)",165.8707974,796.489208,699.6666667,48216768,50884081.67,0.344010609,0.311732251,0.380647807,1.565301332,1.442972094,1.705840771,1.375020721,0.22,0.19,0.25,-78.04,-80.68875,-75.07
YERSINIA,Unknown Travel Included,CxCIDT,2004,2006,2013,171,,,,,,,0.35,"0.34 (0.31, 0.38)","0.96 (0.83, 1.1)",165.8707974,160.8988158,163,48216768,44811720.67,0.344010609,0.311732251,0.380647807,0.359055206,0.327653111,0.39444946,0.363744122,0.96,0.83,1.1,-4.11,-16.84875,9.96875
YERSINIA,Unknown Travel Included,CxCIDT,2006,2008,2013,171,,,,,,,0.35,"0.34 (0.31, 0.38)","1.02 (0.89, 1.16)",165.8707974,154.5133259,159.3333333,48216768,45830891.67,0.344010609,0.311732251,0.380647807,0.337137944,0.307702857,0.369813006,0.347654884,1.02,0.89,1.16,2.16,-10.86,16.4575
VIBRIO,Unknown Travel Included,CxCIDT,2016,2018,2013,232,,,,,,,0.48,"0.43 (0.4, 0.47)","0.69 (0.63, 0.75)",206.9719416,307.3434269,349.6666667,48216768,49658365,0.429253038,0.395202586,0.465359446,0.618915719,0.57504925,0.667125256,0.704144542,0.69,0.63,0.75,-30.56,-36.59875,-24.89
VIBRIO,Unknown Travel Included,CxCIDT,2020,2022,2013,232,,,,,,,0.48,"0.43 (0.4, 0.47)","0.49 (0.44, 0.55)",206.9719416,441.2895755,397.6666667,48216768,50884081.67,0.429253038,0.395202586,0.465359446,0.867244846,0.798634853,0.94954679,0.781514874,0.49,0.44,0.55,-50.56,-56.13,-44.57125
VIBRIO,Unknown Travel Included,CxCIDT,2004,2006,2013,232,,,,,,,0.48,"0.43 (0.4, 0.47)","1.63 (1.46, 1.82)",206.9719416,118.0023078,127,48216768,44811720.67,0.429253038,0.395202586,0.465359446,0.263329116,0.242015933,0.287650269,0.283407997,1.63,1.46,1.82,63.115,45.74,81.63
VIBRIO,Unknown Travel Included,CxCIDT,2006,2008,2013,232,,,,,,,0.48,"0.43 (0.4, 0.47)","1.48 (1.35, 1.62)",206.9719416,132.9318364,126,48216768,45830891.67,0.429253038,0.395202586,0.465359446,0.290048549,0.267358458,0.315276471,0.274923737,1.48,1.35,1.62,48,34.89,62.19875
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2016,2018,2013,423,,,,,,,0.88,"0.78 (0.7, 0.86)","0.97 (0.85, 1.1)",374.084879,396.6752837,406,48216768,49658365,0.775839805,0.702567709,0.863631758,0.798808587,0.72711073,0.880666437,0.817586322,0.97,0.85,1.1,-2.85,-14.57,10.44
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2020,2022,2013,423,,,,,,,0.88,"0.78 (0.7, 0.86)","1.34 (1.15, 1.55)",374.084879,295.1218378,277.6666667,48216768,50884081.67,0.775839805,0.702567709,0.863631758,0.579988531,0.522638539,0.648978137,0.545684736,1.34,1.15,1.55,33.8,14.9225,55.43875
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2004,2006,2013,423,,,,,,,0.88,"0.78 (0.7, 0.86)","1.61 (1.39, 1.87)",374.084879,215.6819542,233.6666667,48216768,44811720.67,0.775839805,0.702567709,0.863631758,0.481307013,0.430758005,0.538005117,0.521440961,1.61,1.39,1.87,61.4,39.06,87.42375
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2006,2008,2013,423,,,,,,,0.88,"0.78 (0.7, 0.86)","1.3 (1.13, 1.49)",374.084879,274.4446481,301,48216768,45830891.67,0.775839805,0.702567709,0.863631758,0.598820224,0.543315477,0.661812003,0.65676226,1.3,1.13,1.49,29.61,12.76125,49.115
STEC O157,Unknown Travel Included,CxCIDT,2016,2018,2013,533,,,,,,,1.11,"0.94 (0.88, 1.02)","1.17 (1.1, 1.26)",453.0248808,397.9320937,437,48216768,49658365,0.939558788,0.879525055,1.01524757,0.8013395,0.747647621,0.863013713,0.880012864,1.17,1.1,1.26,17.2,9.9125,25.64875
STEC O157,Unknown Travel Included,CxCIDT,2020,2022,2013,533,,,,,,,1.11,"0.94 (0.88, 1.02)","1.48 (1.33, 1.66)",453.0248808,323.5819685,288.3333333,48216768,50884081.67,0.939558788,0.879525055,1.01524757,0.635919836,0.583711429,0.696174275,0.566647415,1.48,1.33,1.66,47.53,32.9,66.03
STEC O157,Unknown Travel Included,CxCIDT,2004,2006,2013,533,,,,,,,1.11,"0.94 (0.88, 1.02)","0.78 (0.72, 0.88)",453.0248808,536.2402595,476.3333333,48216768,44811720.67,0.939558788,0.879525055,1.01524757,1.196651794,1.110796666,1.284468397,1.062965952,0.78,0.72,0.88,-21.59,-28.3,-12.42
STEC O157,Unknown Travel Included,CxCIDT,2006,2008,2013,533,,,,,,,1.11,"0.94 (0.88, 1.02)","0.84 (0.77, 0.93)",453.0248808,514.1536685,536.6666667,48216768,45830891.67,0.939558788,0.879525055,1.01524757,1.121849586,1.046131638,1.198274826,1.170971472,0.84,0.77,0.93,-16.32,-22.74,-7.37375
STEC NONO157,Unknown Travel Included,CxCIDT,2016,2018,2013,489,,,,,,,1.01,"1.13 (1.03, 1.23)","0.66 (0.59, 0.74)",542.5251474,844.2665735,857,48216768,49658365,1.125179413,1.032235472,1.226546917,1.70014976,1.572923333,1.840420888,1.725791818,0.66,0.59,0.74,-33.8,-40.84,-26.11
STEC NONO157,Unknown Travel Included,CxCIDT,2020,2022,2013,489,,,,,,,1.01,"1.13 (1.03, 1.23)","0.68 (0.6, 0.76)",542.5251474,845.8666361,748.3333333,48216768,50884081.67,1.125179413,1.032235472,1.226546917,1.662340379,1.528893559,1.82029083,1.470662944,0.68,0.6,0.76,-32.35,-40.1,-23.67
STEC NONO157,Unknown Travel Included,CxCIDT,2004,2006,2013,489,,,,,,,1.01,"1.13 (1.03, 1.23)","4.18 (3.62, 4.84)",542.5251474,120.6163834,123.3333333,48216768,44811720.67,1.125179413,1.032235472,1.226546917,0.26916258,0.23902689,0.302858236,0.275225614,4.18,3.62,4.84,317.915,262.085,384.2475
STEC NONO157,Unknown Travel Included,CxCIDT,2006,2008,2013,489,,,,,,,1.01,"1.13 (1.03, 1.23)","2.63 (2.3, 3.02)",542.5251474,195.7271777,199.3333333,48216768,45830891.67,1.125179413,1.032235472,1.226546917,0.427063866,0.386799749,0.4713088,0.434932261,2.63,2.3,3.02,163.49,130.3525,201.73
JAVIANA,Unknown Travel Included,CxCIDT,2016,2018,2013,646,,,,,,,1.34,"1.44 (1.22, 1.74)","1.19 (0.96, 1.49)",694.5063986,602.327861,611.6666667,48216768,49658365,1.440383558,1.220699438,1.73732497,1.2129434,1.046030268,1.43128214,1.231749508,1.19,0.96,1.49,18.58,-4.1,48.8475
JAVIANA,Unknown Travel Included,CxCIDT,2020,2022,2013,646,,,,,,,1.34,"1.44 (1.22, 1.74)","1.57 (1.23, 1.99)",694.5063986,467.6771307,465,48216768,50884081.67,1.440383558,1.220699438,1.73732497,0.919103019,0.792381158,1.087665899,0.913841785,1.57,1.23,1.99,56.9,23.42125,99.165
JAVIANA,Unknown Travel Included,CxCIDT,2004,2006,2013,646,,,,,,,1.34,"1.44 (1.22, 1.74)","1.75 (1.34, 2.27)",694.5063986,368.8166548,345,48216768,44811720.67,1.440383558,1.220699438,1.73732497,0.823036137,0.691817412,1.004827319,0.769887866,1.75,1.34,2.27,75.06,33.76,126.795
JAVIANA,Unknown Travel Included,CxCIDT,2006,2008,2013,646,,,,,,,1.34,"1.44 (1.22, 1.74)","1.57 (1.19, 2.06)",694.5063986,420.6756278,357,48216768,45830891.67,1.440383558,1.220699438,1.73732497,0.917886632,0.767100917,1.128594789,0.778950588,1.57,1.19,2.06,56.71,18.9875,106.065
NEWPORT,Unknown Travel Included,CxCIDT,2016,2018,2013,701,,,,,,,1.45,"1.72 (1.49, 2.03)","1.13 (0.95, 1.36)",830.2870904,754.609224,775.3333333,48216768,49658365,1.721988273,1.492886348,2.0305999,1.519601429,1.339882632,1.757442028,1.561334799,1.13,0.95,1.36,13.205,-5.1275,36.10875
NEWPORT,Unknown Travel Included,CxCIDT,2020,2022,2013,701,,,,,,,1.45,"1.72 (1.49, 2.03)","1.32 (1.07, 1.64)",830.2870904,663.3544741,670,48216768,50884081.67,1.721988273,1.492886348,2.0305999,1.303658143,1.139927566,1.527808411,1.31671827,1.32,1.07,1.64,32.035,6.61375,63.58875
NEWPORT,Unknown Travel Included,CxCIDT,2004,2006,2013,701,,,,,,,1.45,"1.72 (1.49, 2.03)","1.14 (0.92, 1.44)",830.2870904,675.1181379,557.6666667,48216768,44811720.67,1.721988273,1.492886348,2.0305999,1.506565979,1.29518024,1.772956933,1.244466087,1.14,0.92,1.44,14.29,-8.0675,44.14625
NEWPORT,Unknown Travel Included,CxCIDT,2006,2008,2013,701,,,,,,,1.45,"1.72 (1.49, 2.03)","1.11 (0.9, 1.4)",830.2870904,708.961119,619.6666667,48216768,45830891.67,1.721988273,1.492886348,2.0305999,1.546906668,1.327589976,1.82576451,1.352072029,1.11,0.9,1.4,11.11,-10.07,40.28875
TYPHIMURIUM,Unknown Travel Included,CxCIDT,2016,2018,2013,913,,,,,,,1.89,"1.76 (1.67, 1.87)","1.28 (1.21, 1.36)",850.8078661,682.0796518,710.6666667,48216768,49658365,1.76454769,1.673089429,1.865228454,1.37354432,1.303689833,1.449393781,1.43111169,1.28,1.21,1.36,28.47,21.4525,36.18875
TYPHIMURIUM,Unknown Travel Included,CxCIDT,2020,2022,2013,913,,,,,,,1.89,"1.76 (1.67, 1.87)","1.53 (1.41, 1.67)",850.8078661,585.8505803,583,48216768,50884081.67,1.76454769,1.673089429,1.865228454,1.151343526,1.082101495,1.227743377,1.14574142,1.53,1.41,1.67,53.22,41.08,66.57
TYPHIMURIUM,Unknown Travel Included,CxCIDT,2004,2006,2013,913,,,,,,,1.89,"1.76 (1.67, 1.87)","0.69 (0.64, 0.74)",850.8078661,1145.420884,1138.333333,48216768,44811720.67,1.76454769,1.673089429,1.865228454,2.556074319,2.428377904,2.69431083,2.540258032,0.69,0.64,0.74,-30.95,-35.8,-25.67125
TYPHIMURIUM,Unknown Travel Included,CxCIDT,2006,2008,2013,913,,,,,,,1.89,"1.76 (1.67, 1.87)","0.76 (0.71, 0.81)",850.8078661,1065.096804,1063.333333,48216768,45830891.67,1.76454769,1.673089429,1.865228454,2.323971377,2.207407983,2.450373682,2.320123599,0.76,0.71,0.81,-24.1,-28.94,-18.65125
ENTERITIDIS,Unknown Travel Included,CxCIDT,2016,2018,2013,1124,,,,,,,2.33,"2.41 (2.26, 2.58)","1.14 (1.06, 1.23)",1161.603117,1052.6001,1050,48216768,49658365,2.409126877,2.264142935,2.57566555,2.11968336,1.99777446,2.253896887,2.114447385,1.14,1.06,1.23,13.62,5.5325,22.74
ENTERITIDIS,Unknown Travel Included,CxCIDT,2020,2022,2013,1124,,,,,,,2.33,"2.41 (2.26, 2.58)","1.22 (1.11, 1.35)",1161.603117,1003.419371,876.3333333,48216768,50884081.67,2.409126877,2.264142935,2.57566555,1.971971073,1.843902668,2.118558716,1.722215091,1.22,1.11,1.35,22.22,10.91,34.53
ENTERITIDIS,Unknown Travel Included,CxCIDT,2004,2006,2013,1124,,,,,,,2.33,"2.41 (2.26, 2.58)","1.18 (1.08, 1.3)",1161.603117,914.7600906,836.3333333,48216768,44811720.67,2.409126877,2.264142935,2.57566555,2.041341142,1.906879203,2.183906475,1.866327204,1.18,1.08,1.3,18.03,7.6325,30.12875
ENTERITIDIS,Unknown Travel Included,CxCIDT,2006,2008,2013,1124,,,,,,,2.33,"2.41 (2.26, 2.58)","1.08 (1, 1.18)",1161.603117,1018.193651,992,48216768,45830891.67,2.409126877,2.264142935,2.57566555,2.221631772,2.088063981,2.367674934,2.164478944,1.08,1,1.18,8.43,-0.3,18.32875
STEC,Unknown Travel Included,CxCIDT,2016,2018,2013,1258,,,,,,,2.61,"2.63 (2.47, 2.8)","0.64 (0.59, 0.69)",1269.74109,2044.490411,2267,48216768,49658365,2.633401497,2.471048575,2.80493344,4.117111811,3.863196922,4.392974061,4.565192591,0.64,0.59,0.69,-36.03,-41.14875,-30.78
STEC,Unknown Travel Included,CxCIDT,2020,2022,2013,1258,,,,,,,2.61,"2.63 (2.47, 2.8)","0.56 (0.51, 0.61)",1269.74109,2399.226711,2127,48216768,50884081.67,2.633401497,2.471048575,2.80493344,4.715083053,4.409922871,5.051201052,4.180089196,0.56,0.51,0.61,-44.13,-49.15,-38.78
STEC,Unknown Travel Included,CxCIDT,2004,2006,2013,1258,,,,,,,2.61,"2.63 (2.47, 2.8)","1.81 (1.65, 1.99)",1269.74109,652.4188677,619.3333333,48216768,44811720.67,2.633401497,2.471048575,2.80493344,1.455911217,1.357910542,1.56514843,1.382078894,1.81,1.65,1.99,80.69,64.64125,98.62625
STEC,Unknown Travel Included,CxCIDT,2006,2008,2013,1258,,,,,,,2.61,"2.63 (2.47, 2.8)","1.7 (1.56, 1.87)",1269.74109,707.5152034,755,48216768,45830891.67,2.633401497,2.471048575,2.80493344,1.543751775,1.444522956,1.651836317,1.647360487,1.7,1.56,1.87,70.48,55.9,86.57
SHIGELLA,Unknown Travel Included,CxCIDT,2016,2018,2013,2383,,,,,,,4.94,"4.44 (3.88, 5.22)","1.08 (0.95, 1.25)",2142.556733,2045.628136,2084.666667,48216768,49658365,4.443592596,3.884126179,5.215806423,4.119402917,3.64509908,4.723583682,4.198017125,1.08,0.95,1.25,7.67,-5.01,24.92625
SHIGELLA,Unknown Travel Included,CxCIDT,2020,2022,2013,2383,,,,,,,4.94,"4.44 (3.88, 5.22)","1.14 (0.94, 1.43)",2142.556733,1973.132638,1623.666667,48216768,50884081.67,4.443592596,3.884126179,5.215806423,3.877701185,3.356698604,4.538147409,3.190912783,1.14,0.94,1.43,14.405,-6.13,43.09
SHIGELLA,Unknown Travel Included,CxCIDT,2004,2006,2013,2383,,,,,,,4.94,"4.44 (3.88, 5.22)","0.8 (0.67, 0.97)",2142.556733,2499.566634,2170,48216768,44811720.67,4.443592596,3.884126179,5.215806423,5.5779305,4.875594843,6.468516251,4.8424831,0.8,0.67,0.97,-20.44,-33.3375,-3.18125
SHIGELLA,Unknown Travel Included,CxCIDT,2006,2008,2013,2383,,,,,,,4.94,"4.44 (3.88, 5.22)","0.88 (0.75, 1.04)",2142.556733,2316.585579,2718.333333,48216768,45830891.67,4.443592596,3.884126179,5.215806423,5.05463781,4.409443917,5.940736842,5.931225063,0.88,0.75,1.04,-12.22,-25.42875,4.36875
CAMPYLOBACTER,Unknown Travel Included,CxCIDT,2016,2018,2013,7005,,,,,,,14.53,"14.05 (13.6, 14.52)","0.89 (0.85, 0.93)",6773.783926,7855.77857,8026.666667,48216768,49658365,14.04860634,13.59927034,14.51535953,15.81964805,15.34973869,16.30924208,16.16377556,0.89,0.85,0.93,-11.19,-14.81,-7.43
CAMPYLOBACTER,Unknown Travel Included,CxCIDT,2020,2022,2013,7005,,,,,,,14.53,"14.05 (13.6, 14.52)","0.83 (0.79, 0.86)",6773.783926,8656.453087,8143.666667,48216768,50884081.67,14.04860634,13.59927034,14.51535953,17.01210438,16.47372469,17.58256032,16.00435028,0.83,0.79,0.86,-17.44,-21.17,-13.53
CAMPYLOBACTER,Unknown Travel Included,CxCIDT,2004,2006,2013,7005,,,,,,,14.53,"14.05 (13.6, 14.52)","1.2 (1.14, 1.25)",6773.783926,5255.805584,5177.333333,48216768,44811720.67,14.04860634,13.59927034,14.51535953,11.72864042,11.36607836,12.10601076,11.55352496,1.2,1.14,1.25,19.78,14.30125,25.43875
CAMPYLOBACTER,Unknown Travel Included,CxCIDT,2006,2008,2013,7005,,,,,,,14.53,"14.05 (13.6, 14.52)","1.22 (1.16, 1.28)",6773.783926,5275.989789,5248.666667,48216768,45830891.67,14.04860634,13.59927034,14.51535953,11.51186372,11.15893521,11.88549706,11.45224646,1.22,1.16,1.28,21.99,16.47,27.84
SALMONELLA,Unknown Travel Included,CxCIDT,2016,2018,2013,6924,,,,,,,14.36,"14.98 (14.43, 15.57)","1.01 (0.97, 1.05)",7223.963645,7354.228187,7584.666667,48216768,49658365,14.98226435,14.42941224,15.56983569,14.80964624,14.2900695,15.38390225,15.2736939,1.01,0.97,1.05,1.195,-3.25875,5.37
SALMONELLA,Unknown Travel Included,CxCIDT,2020,2022,2013,6924,,,,,,,14.36,"14.98 (14.43, 15.57)","1.06 (1, 1.12)",7223.963645,7222.44187,6862.666667,48216768,50884081.67,14.98226435,14.42941224,15.56983569,14.19391219,13.65351817,14.76434299,13.48686356,1.06,1,1.12,5.5,-0.01875,11.53
SALMONELLA,Unknown Travel Included,CxCIDT,2004,2006,2013,6924,,,,,,,14.36,"14.98 (14.43, 15.57)","1.04 (0.99, 1.1)",7223.963645,6427.604271,6060.666667,48216768,44811720.67,14.98226435,14.42941224,15.56983569,14.34357837,13.80155095,14.88925179,13.52473544,1.04,0.99,1.1,4.47,-0.91875,10.37875
SALMONELLA,Unknown Travel Included,CxCIDT,2006,2008,2013,6924,,,,,,,14.36,"14.98 (14.43, 15.57)","1.04 (0.99, 1.09)",7223.963645,6622.923815,6447,48216768,45830891.67,14.98226435,14.42941224,15.56983569,14.45078543,13.89614002,15.00017338,14.0669312,1.04,0.99,1.09,3.7,-1.44,9.42875
LISTERIA,Travel Included,Cx,2016,2018,2012,124,,,,,,,0.26,"0.26 (0.24, 0.28)","1 (0.92, 1.09)",126.197994,130.6179027,139.3333333,47896024,49658365,0.263483236,0.243459181,0.284266593,0.263033031,0.244759898,0.283163958,0.280583812,1,0.92,1.09,0.19,-8.27875,9.08
LISTERIA,Travel Included,Cx,2020,2022,2012,124,,,,,,,0.26,"0.26 (0.24, 0.28)","0.95 (0.84, 1.06)",126.197994,141.5192865,134,47896024,50884081.67,0.263483236,0.243459181,0.284266593,0.27812094,0.255075666,0.303372414,0.263343654,0.95,0.84,1.06,-5.285,-15.84875,6.35
LISTERIA,Travel Included,Cx,2004,2006,2012,124,,,,,,,0.26,"0.26 (0.24, 0.28)","0.94 (0.85, 1.04)",126.197994,126.1201188,124.6666667,47896024,44811720.67,0.263483236,0.243459181,0.284266593,0.28144449,0.260924054,0.303240833,0.278201026,0.94,0.85,1.04,-6.36,-15.38,3.67875
LISTERIA,Travel Included,Cx,2006,2008,2012,124,,,,,,,0.26,"0.26 (0.24, 0.28)","0.96 (0.87, 1.04)",126.197994,126.2513358,122,47896024,45830891.67,0.263483236,0.243459181,0.284266593,0.275472135,0.256219592,0.296288558,0.266195999,0.96,0.87,1.04,-4.26,-12.5875,4.39
YERSINIA,Travel Included,Cx,2016,2018,2012,159,,,,,,,0.33,"0.33 (0.3, 0.36)","0.76 (0.67, 0.86)",156.6156677,214.5475248,230.6666667,47896024,49658365,0.326990958,0.300167431,0.356189281,0.432047098,0.393260891,0.476448378,0.464507171,0.76,0.67,0.86,-24.38,-33.0975,-14.4525
